prospect_id,score,tier,probability,confidence,recommended_action,predicted_at,model_mode,lead_source,country,city,specialization
d220d960-1aa3-4434-b83a-a05ba5a0f24a,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.818010+00:00,ml,Olark Chat,India,nan,nan
a355d7ad-1d2c-4356-9cd9-a5f15cff528c,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.822877+00:00,ml,Olark Chat,India,Select,Select
a1170939-f986-4959-9651-f6665905f4e7,1.77,Frozen,0.0177,0.0177,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.827440+00:00,ml,Direct Traffic,India,Other Metro Cities,Travel and Tourism
6985f95b-954c-4fe5-9e80-dd9d88fab631,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.831841+00:00,ml,Olark Chat,India,nan,nan
e7196e38-5d81-4e4d-8eb1-53a4922bf1ea,0.28,Frozen,0.0028,0.0028,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.836163+00:00,ml,Olark Chat,India,nan,nan
9cced9ee-2b5c-45cc-bb99-3af6090c7b17,0.29,Frozen,0.0029,0.0029,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.840637+00:00,ml,Olark Chat,India,nan,nan
39325f2e-0553-4b56-ae10-2d87aeae9a83,2.07,Frozen,0.0207,0.0207,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.844975+00:00,ml,Direct Traffic,India,Other Cities,Operations Management
cbd92516-a7c6-4f65-b87c-9d095b2dad02,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.849280+00:00,ml,Olark Chat,India,nan,nan
49f99379-3b86-4bdd-8889-46400b8bd305,0.4,Frozen,0.004,0.004,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.853732+00:00,ml,Olark Chat,India,nan,nan
ce1da4f7-eb92-490a-8092-512e194471c6,0.26,Frozen,0.0026,0.0026,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.858439+00:00,ml,Reference,India,Mumbai,Marketing Management
0c54a624-d4b3-493c-b14c-4063dd30245f,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.862729+00:00,ml,Olark Chat,India,nan,nan
ab72ab61-ae0c-40f7-ab8c-f96e2b163fc7,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.867103+00:00,ml,Olark Chat,India,nan,nan
ccb8f4e8-2d92-4de0-8693-4e543e85f5a9,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.871555+00:00,ml,Olark Chat,India,nan,nan
ca7d9909-0e41-4fef-beb2-ddf28df9ddfd,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.875871+00:00,ml,Olark Chat,India,nan,nan
5b12c653-b52e-4e34-b3d0-27b9c178fa88,0.68,Frozen,0.0068,0.0068,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.880229+00:00,ml,Direct Traffic,India,Other Cities of Maharashtra,Supply Chain Management
c91ca540-7a7a-4333-bf3d-5fdc0bd224d3,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.884598+00:00,ml,Olark Chat,India,nan,nan
638b586b-ac08-49d2-a1dd-21581181d608,0.28,Frozen,0.0028,0.0028,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.888776+00:00,ml,Olark Chat,India,nan,nan
f7c18240-6eff-4401-879c-8f2c78285b24,1.78,Frozen,0.0178,0.0178,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.893312+00:00,ml,Direct Traffic,India,Mumbai,IT Projects Management
81c31e4a-2ec2-4110-89e3-db34aa957e5f,3.93,Frozen,0.0393,0.0393,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.898185+00:00,ml,Direct Traffic,India,Mumbai,Finance Management
4de29c67-09b4-4737-92a5-6248c254892e,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.902778+00:00,ml,Olark Chat,India,nan,nan
1f666297-2a79-4ff8-ac25-197d804ce415,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.907257+00:00,ml,Olark Chat,India,nan,nan
bfb53046-b210-47d0-988f-a19a0b71b78c,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.911725+00:00,ml,Olark Chat,India,nan,nan
fe778fb5-9e2a-4cc5-a879-1a27c5170716,2.87,Frozen,0.0287,0.0287,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.915994+00:00,ml,Organic Search,India,Select,Select
68a1fb75-3bc3-48b2-a4a9-dc154979702d,2.65,Frozen,0.0265,0.0265,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.920265+00:00,ml,Direct Traffic,India,Other Cities,Finance Management
6f797a6b-19b6-4433-982e-28b71c361305,4.74,Frozen,0.0474,0.0474,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.925473+00:00,ml,Direct Traffic,India,Mumbai,Finance Management
6d32df9b-dba7-43f8-ba79-7428678c9a95,2.56,Frozen,0.0256,0.0256,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.930363+00:00,ml,Direct Traffic,India,Mumbai,Human Resource Management
109915fc-349b-4403-869a-17739f883752,0.68,Frozen,0.0068,0.0068,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.934851+00:00,ml,Direct Traffic,India,Other Cities of Maharashtra,International Business
612382e2-ff30-4ba2-82fe-883d57a9324f,0.5,Frozen,0.005,0.005,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:29.981192+00:00,ml,Google,India,Mumbai,E-COMMERCE
7a37f0c1-a37e-49e8-9a5c-0d0c69eb8e3d,3.14,Frozen,0.0314,0.0314,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.005206+00:00,ml,Google,India,Other Cities,Operations Management
0236de11-bd6d-42c0-8205-1bf00c15a61a,0.31,Frozen,0.0031,0.0031,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.018095+00:00,ml,Olark Chat,India,Select,Select
e62cf5df-bd08-4e4e-b0cb-45d88de35c58,2.02,Frozen,0.0202,0.0202,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.024402+00:00,ml,Google,India,Mumbai,Business Administration
be402ff3-e61e-4b0a-bd9c-95dfffdc7f67,3.11,Frozen,0.0311,0.0311,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.029064+00:00,ml,Organic Search,India,Mumbai,Supply Chain Management
50433156-56fb-41dc-99b9-cb3ad9cb5f53,0.28,Frozen,0.0028,0.0028,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.033986+00:00,ml,Olark Chat,India,Select,Select
b14a4af0-2e8a-4321-baf8-90a71f7a41fb,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.038156+00:00,ml,Olark Chat,India,nan,nan
542a0891-2e52-40ba-ab42-e468b9636322,0.29,Frozen,0.0029,0.0029,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.042847+00:00,ml,Welingak Website,India,Select,Select
d34a7917-bdc9-43c1-a0b1-90210d79e368,2.98,Frozen,0.0298,0.0298,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.047303+00:00,ml,Google,India,Mumbai,Retail Management
c777e2ce-faa7-4461-8a58-93bf4ad0d4e4,3.31,Frozen,0.0331,0.0331,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.051612+00:00,ml,Direct Traffic,India,Other Cities,Supply Chain Management
99d7e3bc-a765-4739-b7ca-cfd59c3d41ed,6.15,Frozen,0.0615,0.0615,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.056121+00:00,ml,Google,India,Select,Select
cec90a29-00d9-4fac-80f4-8590274a2904,3.25,Frozen,0.0325,0.0325,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.060417+00:00,ml,Organic Search,India,Other Metro Cities,Travel and Tourism
609ab580-1f19-4dc8-ae28-3bdce94a1116,2.72,Frozen,0.0272,0.0272,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.064585+00:00,ml,Google,India,Select,Select
798c7f7c-bd83-4e1f-927f-459ec8103968,2.75,Frozen,0.0275,0.0275,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.068984+00:00,ml,Google,India,Select,Select
e3c30723-ec14-4290-8c54-a1031d4154de,3.73,Frozen,0.0373,0.0373,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.073340+00:00,ml,Google,India,nan,nan
2088d188-0c9e-464c-b70c-ba2341864d64,0.29,Frozen,0.0029,0.0029,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.077551+00:00,ml,Olark Chat,India,Select,Select
81efdd4f-cabb-4d31-9f17-e3158178f46b,1.03,Frozen,0.0103,0.0103,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.081955+00:00,ml,Olark Chat,India,Mumbai,Human Resource Management
3810cca2-f1b5-4f45-baf5-ef0615752bd7,1.54,Frozen,0.0154,0.0154,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.086238+00:00,ml,Google,India,Thane & Outskirts,Finance Management
b986c444-9afb-4706-ab06-3c471941e2e1,0.93,Frozen,0.0093,0.0093,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.090531+00:00,ml,Google,India,Other Metro Cities,IT Projects Management
417b38e7-9ed3-4213-b168-4188effb4458,0.75,Frozen,0.0075,0.0075,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.094832+00:00,ml,Direct Traffic,India,Mumbai,Select
daf87fdb-9b1c-4a99-9f04-b347f0b7dadd,1.53,Frozen,0.0153,0.0153,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.099541+00:00,ml,Google,India,Select,Select
4cb6abf3-3e71-4834-98ff-724267b2c4dc,2.25,Frozen,0.0225,0.0225,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.103687+00:00,ml,Google,India,Select,Select
f024072e-e5aa-40de-be80-0c58fc1dbb32,3.92,Frozen,0.0392,0.0392,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.108132+00:00,ml,Direct Traffic,India,Mumbai,Operations Management
9df1320f-c17a-44f1-8017-128f9ca8d5b3,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.112507+00:00,ml,Olark Chat,India,nan,nan
7d8e422d-3bfe-47de-bf3a-77f779404dd6,0.18,Frozen,0.0018,0.0018,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.117104+00:00,ml,Reference,India,Select,Select
3180774d-9900-445c-8430-bd77181177a7,4.63,Frozen,0.0463,0.0463,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.121730+00:00,ml,Google,India,Mumbai,Select
1dd78e24-695b-4f79-acb7-1feb0274a8f2,0.13,Frozen,0.0013,0.0013,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.126149+00:00,ml,Olark Chat,India,Select,Select
74e6a134-c5f8-498b-881c-09bf19b8678c,4.89,Frozen,0.0489,0.0489,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.130723+00:00,ml,Google,India,Mumbai,Finance Management
7ba1e51e-b1cd-4569-b03b-4afce0dce5f5,1.58,Frozen,0.0158,0.0158,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.135573+00:00,ml,Google,India,Other Metro Cities,Business Administration
ff9028a4-96b7-40ba-b615-f69054cccd07,9.33,Frozen,0.0933,0.0933,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.140036+00:00,ml,Organic Search,India,Mumbai,Travel and Tourism
74679840-e928-45d3-8844-d36f284e0c4a,5.36,Frozen,0.0536,0.0536,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.144564+00:00,ml,Google,India,Other Cities,Marketing Management
4c56cbd7-98ee-49d0-bfe9-87bbb702f76a,3.59,Frozen,0.0359,0.0359,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.148996+00:00,ml,Google,India,Mumbai,Select
fc27596d-153a-4421-9948-ab0e0da63921,2.76,Frozen,0.0276,0.0276,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.153435+00:00,ml,Google,India,Select,Select
b6f6fa5a-1887-4df3-94b3-88e1afc6a6bb,1.14,Frozen,0.0114,0.0114,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.157749+00:00,ml,Reference,India,Mumbai,Marketing Management
ea713351-f3ce-4f5f-9ed9-6cd9c46bacdd,2.88,Frozen,0.0288,0.0288,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.162179+00:00,ml,Google,India,nan,nan
b2ba2f0d-b339-4df3-b30e-4012612a602b,2.87,Frozen,0.0287,0.0287,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.166945+00:00,ml,Google,India,Thane & Outskirts,Finance Management
fefb0c70-497b-46d2-9dc2-095379258fd9,6.15,Frozen,0.0615,0.0615,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.171263+00:00,ml,Organic Search,India,Select,Human Resource Management
c01f94f6-ec7b-450c-a384-7b977731c490,0.63,Frozen,0.0063,0.0063,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.175744+00:00,ml,Direct Traffic,India,Other Cities,Human Resource Management
baff50a7-725d-46e7-b930-626ddda9bbbe,1.14,Frozen,0.0114,0.0114,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.180299+00:00,ml,Reference,India,Mumbai,Marketing Management
31b7ed10-1ae5-44d1-9af5-eeef6a2078b3,0.28,Frozen,0.0028,0.0028,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.184581+00:00,ml,Olark Chat,India,Select,Select
2927db99-1d79-4a6c-aeb4-b4c095eab6ea,0.47,Frozen,0.0047,0.0047,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.188939+00:00,ml,Olark Chat,India,Select,Select
81d2a653-70af-4016-91e7-efd293b5255a,0.35,Frozen,0.0035,0.0035,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.193459+00:00,ml,Google,India,Select,Select
0263152d-b695-41cf-9385-02b1ef4911e5,4.03,Frozen,0.0403,0.0403,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.197893+00:00,ml,Olark Chat,India,Select,Select
fde4f024-0840-441f-933b-aa7747186d61,0.47,Frozen,0.0047,0.0047,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.202274+00:00,ml,Google,India,Select,Select
8138132e-9209-4200-975e-e0ce2504fd97,0.22,Frozen,0.0022,0.0022,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.206631+00:00,ml,Olark Chat,India,Select,Select
64bf94eb-652b-465b-a3ad-bd7731766a3e,1.34,Frozen,0.0134,0.0134,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.211288+00:00,ml,Reference,India,Mumbai,Operations Management
306db92e-b560-4a8e-98fa-13f1a942d0a5,2.86,Frozen,0.0286,0.0286,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.215564+00:00,ml,Google,India,Other Cities,Business Administration
53953744-234a-4cb9-9af4-bcc47eb472f4,2.15,Frozen,0.0215,0.0215,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.220002+00:00,ml,Direct Traffic,India,Mumbai,Supply Chain Management
f267ece7-39db-49e2-8656-adc64e9e7a76,2.37,Frozen,0.0237,0.0237,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.224458+00:00,ml,Direct Traffic,India,Other Cities,Human Resource Management
62afaa7d-cf2b-4605-b89b-7a4b282d9eb1,3.15,Frozen,0.0315,0.0315,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.228689+00:00,ml,Google,India,Select,Select
121410b2-937c-4f73-8275-e82913aa4664,4.12,Frozen,0.0412,0.0412,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.233018+00:00,ml,Direct Traffic,India,Mumbai,Marketing Management
6dbf1011-4366-419c-b323-c29159634871,3.48,Frozen,0.0348,0.0348,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.237367+00:00,ml,Google,India,Select,Marketing Management
dd7f46e0-fb8c-4eaf-81a1-fdcf41b49768,0.99,Frozen,0.0099,0.0099,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.241694+00:00,ml,Google,India,Other Metro Cities,Healthcare Management
d0e2b61d-741c-462a-99ac-4b9fe7336501,2.61,Frozen,0.0261,0.0261,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.246137+00:00,ml,Organic Search,India,Select,Select
56b406f1-4afd-4931-922b-999d0c9380e9,1.95,Frozen,0.0195,0.0195,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.250857+00:00,ml,Direct Traffic,India,Other Metro Cities,Business Administration
e0065601-75e6-44e1-bd89-529dc204a5c8,0.41,Frozen,0.0041,0.0041,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.256005+00:00,ml,Google,India,Select,Select
797891c0-801f-44e4-b23b-7905791d43b7,3.27,Frozen,0.0327,0.0327,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.260730+00:00,ml,Google,India,Select,Select
7a5315d2-5aa0-4cc9-93ab-38883b758a4f,3.77,Frozen,0.0377,0.0377,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.264992+00:00,ml,Google,India,Mumbai,Finance Management
29e7e9b4-c1b6-4b23-8468-9ab9005d775d,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.269484+00:00,ml,Olark Chat,India,nan,nan
293a719a-0e17-42dc-b3a9-05e4a3a615df,74.67,Warm,0.7467,0.7467,Follow up within 48 hours — strong engagement signals.,2026-07-19T08:08:30.274307+00:00,ml,Direct Traffic,India,Other Cities,Media and Advertising
0a4bf660-9950-4545-abf4-5c33b789c667,2.61,Frozen,0.0261,0.0261,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.278600+00:00,ml,Direct Traffic,India,Mumbai,Media and Advertising
84a7c6cc-022f-49d4-8121-64ed9ce42f41,1.37,Frozen,0.0137,0.0137,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.282833+00:00,ml,Google,India,Select,Select
295e8bcd-650e-47b0-8a2a-4e5ad10fbd71,2.25,Frozen,0.0225,0.0225,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.287395+00:00,ml,Direct Traffic,India,Mumbai,IT Projects Management
bf3c643a-8374-41f3-a363-c4f11d2b9846,1.29,Frozen,0.0129,0.0129,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.291929+00:00,ml,Google,India,Mumbai,"Banking, Investment And Insurance"
d7ca374b-a1a5-439c-bf24-12bcb6a0e147,74.59,Warm,0.7459,0.7459,Follow up within 48 hours — strong engagement signals.,2026-07-19T08:08:30.296438+00:00,ml,Direct Traffic,India,Thane & Outskirts,Operations Management
a4fa4e1e-3432-472b-b5b9-8e30cf4362bd,1.65,Frozen,0.0165,0.0165,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.300967+00:00,ml,Organic Search,India,Other Cities,Travel and Tourism
cd17fea6-5cd5-4c40-8ede-4cada69cf711,2.26,Frozen,0.0226,0.0226,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.305315+00:00,ml,Direct Traffic,India,Mumbai,Human Resource Management
df1379f3-eb11-49ab-a8a2-08af11ebe10b,5.24,Frozen,0.0524,0.0524,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.309931+00:00,ml,Google,India,Other Cities,Travel and Tourism
db3374bc-d64f-40ea-9475-cce8e7d1aaa0,1.08,Frozen,0.0108,0.0108,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.314472+00:00,ml,Direct Traffic,India,Mumbai,Human Resource Management
1e015057-189d-4dd6-8471-3468200a19b5,0.24,Frozen,0.0024,0.0024,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.318798+00:00,ml,Olark Chat,India,Select,Select
86f9297f-3cbb-4ace-ad5b-6193fbb4ec58,3.79,Frozen,0.0379,0.0379,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.323391+00:00,ml,Google,India,Mumbai,Marketing Management
bf4b0953-3334-47d5-b2f1-a47f0473b8e9,2.22,Frozen,0.0222,0.0222,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.327807+00:00,ml,Organic Search,India,Tier II Cities,Hospitality Management
5de3065a-7d85-432e-bb88-a81ea7af51f5,63.59,Warm,0.6359,0.6359,Follow up within 48 hours — strong engagement signals.,2026-07-19T08:08:30.332207+00:00,ml,Direct Traffic,India,Other Metro Cities,Marketing Management
cf4d2416-1cfb-4f30-97c7-e6c93cbdad41,1.99,Frozen,0.0199,0.0199,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.336680+00:00,ml,Direct Traffic,India,Other Cities of Maharashtra,Finance Management
1e0654f4-b753-48f5-a611-1d5d866597fd,0.22,Frozen,0.0022,0.0022,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.341230+00:00,ml,Olark Chat,India,nan,nan
e6ccd9b9-0023-480a-9548-e3239c4c3c82,3.14,Frozen,0.0314,0.0314,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.345580+00:00,ml,Organic Search,India,Other Cities of Maharashtra,"Banking, Investment And Insurance"
eff53099-21b1-4522-8aeb-258a6a539af5,1.3,Frozen,0.013,0.013,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.350262+00:00,ml,Organic Search,India,Select,Business Administration
cee32d2b-9a23-48f1-ac89-b525f3c97703,2.67,Frozen,0.0267,0.0267,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.354800+00:00,ml,Direct Traffic,India,Mumbai,Marketing Management
7cf8e8c3-4cea-40d1-9e35-13a2729abc4e,2.11,Frozen,0.0211,0.0211,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.359461+00:00,ml,Reference,India,Mumbai,Supply Chain Management
fff49ad0-6015-448c-a7cc-f454c39ffdda,4.65,Frozen,0.0465,0.0465,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.364058+00:00,ml,Direct Traffic,India,nan,nan
93c95e22-22f7-4cb9-8c25-1ae422d31d6d,1.98,Frozen,0.0198,0.0198,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.368616+00:00,ml,Direct Traffic,India,Other Metro Cities,Hospitality Management
8094f8d6-110a-44e8-b6b6-1ce6491a1d50,4.72,Frozen,0.0472,0.0472,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.372930+00:00,ml,Olark Chat,India,Other Cities,Select
e16f1abc-7ce6-4bb7-ae46-4f9d7a71c5f1,3.27,Frozen,0.0327,0.0327,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.377542+00:00,ml,Organic Search,India,Mumbai,Human Resource Management
279b250e-ae14-47ac-b42c-4150bf115b03,1.07,Frozen,0.0107,0.0107,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.382203+00:00,ml,Google,India,Mumbai,Operations Management
14541906-1023-4b80-8b7b-3e07764f0e83,0.52,Frozen,0.0052,0.0052,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.386557+00:00,ml,Direct Traffic,Saudi Arabia,Mumbai,Marketing Management
ac1e6639-d381-4543-b565-294617303449,3.05,Frozen,0.0305,0.0305,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.391025+00:00,ml,Direct Traffic,Bahrain,Other Cities,International Business
30ba64e9-d091-4fd8-812f-f0d37608d900,24.94,Cold,0.2494,0.2494,Add to nurture campaign — monitor for re-engagement.,2026-07-19T08:08:30.395326+00:00,ml,Google,India,Mumbai,Finance Management
774e7a4e-e871-4a67-aaa1-4609f2bf2cea,35.54,Cold,0.3554,0.3554,Add to nurture campaign — monitor for re-engagement.,2026-07-19T08:08:30.399846+00:00,ml,Google,India,Mumbai,Select
f160ab34-6b4a-4024-bf1d-831c8eee7f71,2.68,Frozen,0.0268,0.0268,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.404124+00:00,ml,Direct Traffic,India,Mumbai,Business Administration
378c8797-5e9c-466e-a9a3-2878b041c0b3,0.31,Frozen,0.0031,0.0031,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.408665+00:00,ml,Olark Chat,India,Select,Select
47749beb-341c-4d23-bcfc-af6bdffa0594,0.31,Frozen,0.0031,0.0031,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.413000+00:00,ml,Olark Chat,India,Select,Select
fa35c281-50d3-4450-a9bc-3e66e980552b,3.86,Frozen,0.0386,0.0386,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.417451+00:00,ml,Organic Search,India,Mumbai,Supply Chain Management
404a9ed9-e4a3-4eac-9555-08573c4fbe33,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.421896+00:00,ml,Olark Chat,India,nan,nan
08091237-e396-42d4-a756-92fafa862ffc,0.28,Frozen,0.0028,0.0028,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.426299+00:00,ml,Olark Chat,India,Select,Select
55cc76e6-a248-43cc-a095-ff0096bd233a,0.08,Frozen,0.0008,0.0008,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.430832+00:00,ml,Olark Chat,India,nan,nan
dac2f6a1-6a92-4096-936e-0205d807656a,4.16,Frozen,0.0416,0.0416,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.435298+00:00,ml,Direct Traffic,India,Mumbai,Business Administration
ce7249c7-593c-48ca-89d6-99229c92ed27,3.79,Frozen,0.0379,0.0379,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.439650+00:00,ml,Referral Sites,India,Other Cities,Supply Chain Management
91a67f17-6738-44ea-a552-57e7a353f2d3,2.71,Frozen,0.0271,0.0271,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.444049+00:00,ml,Direct Traffic,India,Thane & Outskirts,"Banking, Investment And Insurance"
6d9e0f97-4b7e-436a-a98d-58d07d9e2612,3.42,Frozen,0.0342,0.0342,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.448589+00:00,ml,Direct Traffic,India,Select,Select
c26d7370-81c0-48db-828b-5fda6f91e786,0.41,Frozen,0.0041,0.0041,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.452830+00:00,ml,Google,India,nan,nan
3bb399ba-4fcc-492c-ba16-ed2bf9baaf1b,0.22,Frozen,0.0022,0.0022,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.457401+00:00,ml,Welingak Website,India,Select,Select
d04f93fe-7bfa-4bff-b4aa-1fefc754ac18,0.17,Frozen,0.0017,0.0017,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.461838+00:00,ml,Olark Chat,India,Select,Select
899597da-8415-44f9-8a99-b337f2e37bdd,2.36,Frozen,0.0236,0.0236,Exclude from active outreach or move to long-term drip.,2026-07-19T08:08:30.466345+00:00,ml,Organic Search,India,Other Metro Cities,Travel and Tourism
